temperatura,epsilon,M,m,CH,xi
0.47,-1.99872,-2499.2,0.9996799999999999,141.64277450832452,4.160756501182035
0.471,-1.99744,-2498.4,0.99936,115.39796520931661,3.3970276008492575
0.472,-1.9993599999999998,-2499.6,0.99984,51.07089278304447,1.506591337099812
0.473,-1.9984,-2499.0,0.9996,143.03018383848317,4.2283298097251585
0.474,-1.9980799999999999,-2498.8,0.9995200000000001,139.26226605818553,4.1256446319737465
0.475,-1.99728,-2498.2,0.99928,221.40966451215758,8.32748538011696
0.476,-1.9990400000000002,-2499.4,0.99976,65.90871642774758,1.9607843137254903
0.477,-2.0,-2500.0,1.0,0.0,0.0
0.478,-1.99712,-2498.2,0.99928,214.74880808575944,6.415620641562065
0.479,-1.9984,-2499.0,0.9996,139.46940607825107,4.175365344467641
0.48,-1.9977599999999998,-2498.6,0.99944,188.27160493827162,5.648148148148149
0.481,-1.9980799999999999,-2498.8,0.9995200000000001,135.2383888766425,4.065604065604066
0.482,-1.99872,-2499.2,0.9996799999999999,134.67781584721723,4.05716920239742
0.483,-1.99712,-2498.2,0.99928,332.2536043753076,10.029905682079596
0.484,-1.9990400000000002,-2499.4,0.99976,124.46022964430176,3.7649219467401283
0.485,-1.9993599999999998,-2499.6,0.99984,108.83196939100863,3.298969072164949
0.486,-1.9953599999999998,-2497.0,0.9988,368.055908369885,13.260173754000915
0.487,-1.99744,-2498.4,0.99936,167.90652329023706,5.11065480264659
0.488,-1.9976,-2498.4,0.99936,197.82615187076357,6.92167577413479
0.489,-1.9980799999999999,-2498.8,0.9995200000000001,249.8037952891353,7.6346284935241995
0.49,-1.9977599999999998,-2498.6,0.99944,121.43088527928177,3.718820861678004
0.491,-1.99712,-2498.2,0.99928,321.51480668783984,9.866485630233084
0.492,-1.9984,-2499.0,0.9996,73.4424688420326,2.2583559168925027
0.493,-1.9977599999999998,-2498.6,0.99944,119.95752113999873,3.696191120126211
0.494,-1.99568,-2497.2,0.9988799999999999,612.6600629051088,20.152946468735937
0.495,-1.9944,-2496.4,0.99856,395.4245031686109,14.00673400673401
0.496,-1.99712,-2498.2,0.99928,546.3059313215401,16.93548387096774
0.497,-1.9968,-2498.0,0.9992,518.1997417098162,16.096579476861166
0.498,-1.9969599999999998,-2498.0,0.9992,149.81837210510938,5.35475234270415
0.499,-1.9976,-2498.4,0.99936,303.43474747312484,10.331774660431977
0.5,-1.9984,-2499.0,0.9996,128.0,4.0
0.501,-1.99744,-2498.4,0.99936,271.97766808365975,8.516300731869595
0.502,-1.9980799999999999,-2498.8,0.9995200000000001,67.72379274403053,2.124833997343958
0.503,-1.99744,-2498.4,0.99936,213.60680625766062,6.715263971725205
0.504,-1.99744,-2498.2,0.99928,226.7573696145125,9.61199294532628
0.505,-1.9984,-2499.0,0.9996,125.47789432408587,3.9603960396039604
0.506,-1.99584,-2497.4,0.9989600000000001,280.51610797787123,8.871321914800177
0.507,-1.99648,-2497.8,0.9991200000000001,467.52867265687775,14.814814814814813
0.508,-1.99728,-2498.2,0.99928,110.91133293377699,4.286964129483815
0.509,-1.9980799999999999,-2498.8,0.9995200000000001,175.66363844168853,5.588299497926218
0.51,-1.99648,-2497.8,0.9991200000000001,298.005040796275,9.498910675381264
0.511,-1.9980799999999999,-2498.8,0.9995200000000001,65.3592268207715,2.087410306588389
0.512,-1.9952,-2497.0,0.9988,393.33767361111114,12.586805555555555
0.513,-1.99744,-2498.4,0.99936,205.3602226874915,6.584362139917695
0.514,-1.99616,-2497.6,0.9990399999999999,312.22610822604764,10.03026372676178
0.515,-1.99616,-2497.6,0.9990399999999999,150.14505503712783,4.832793959007552
0.516,-1.99488,-2496.6,0.99864,451.36176378289247,15.590008613264427
0.517,-1.99568,-2497.2,0.9988799999999999,346.5246314746294,12.379110251450678
0.518,-1.9944,-2496.4,0.99856,626.1087342168423,21.964821964821965
0.519,-1.99632,-2497.6,0.9990399999999999,185.4594969411145,6.508242346392636
0.52,-1.99584,-2497.4,0.9989600000000001,213.01775147928987,6.923076923076921
0.521,-1.99328,-2495.6,0.99824,351.04825317062955,13.307741522712732
0.522,-1.9944,-2496.2,0.9984799999999999,446.917168632939,16.091954022988507
0.523,-1.99488,-2496.8,0.99872,218.3802570598851,7.138304652644998
0.524,-1.9968,-2497.8,0.9991200000000001,155.3910999747489,7.548770144189993
0.525,-1.9966400000000002,-2497.8,0.9991200000000001,186.40463592844543,7.534391534391534
0.526,-1.99616,-2497.6,0.9990399999999999,246.7386642378329,8.111533586818757
0.527,-1.99648,-2497.8,0.9991200000000001,227.88001573076227,7.505798018131986
0.528,-1.99584,-2497.4,0.9989600000000001,308.64197530864203,10.185185185185187
0.529,-1.9952,-2497.0,0.9988,571.7532455930332,18.90359168241966
0.53,-1.9952,-2497.0,0.9988,569.5977216091135,18.867924528301884
0.531,-1.9966400000000002,-2497.8,0.9991200000000001,283.0966772788515,10.797237915881984
0.532,-1.9955200000000002,-2497.2,0.9988799999999999,462.30865384011406,15.371762740183796
0.533,-1.99344,-2495.8,0.9983200000000001,180.85099309645136,7.421304982280593
0.534,-1.9950400000000001,-2496.8,0.99872,254.9871337482329,8.655846858094051
0.535,-1.99648,-2497.6,0.9990399999999999,121.7379489717685,6.313603322949117
0.536,-1.9937599999999998,-2496.0,0.9984,253.087794856563,8.291873963515755
0.537,-1.996,-2497.4,0.9989600000000001,360.64902954201034,13.325056900475895
0.538,-1.99568,-2497.2,0.9988799999999999,491.9777228064841,18.504750103263113
0.539,-1.9950400000000001,-2496.8,0.99872,299.23252822802255,11.873840445269018
0.54,-1.9937599999999998,-2496.0,0.9984,322.5118122237464,13.168724279835388
0.541,-1.99328,-2495.8,0.9983200000000001,410.6101105906355,13.883754364345858
0.542,-1.99472,-2496.6,0.99864,484.74285480862187,16.482164821648215
0.543,-1.9940799999999999,-2496.2,0.9984799999999999,241.78100956384077,8.921628811131574
0.544,-1.9939200000000001,-2496.0,0.9984,658.40061514802,26.1437908496732
0.545,-1.99312,-2495.6,0.99824,575.1854033985169,22.50764525993883
0.546,-1.9955200000000002,-2497.2,0.9988799999999999,391.19746079453034,13.349613349613348
0.547,-1.99344,-2495.6,0.99824,314.3102127424123,15.925248832013
0.548,-1.99568,-2497.2,0.9988799999999999,568.9049910905098,19.789132197891313
0.549,-1.99472,-2496.6,0.99864,684.8019747777878,25.986642380085005
0.55,-1.99648,-2497.8,0.9991200000000001,115.18824609733701,3.95959595959596
0.551,-1.992,-2494.8,0.99792,468.4510993778749,18.068158903004633
0.552,-1.99232,-2495.0,0.998,534.4348759597657,21.336553945249598
0.553,-1.9953599999999998,-2497.0,0.9988,516.8076951445001,18.083182640144663
0.554,-1.99328,-2495.6,0.99824,530.5831056199235,23.746490172482954
0.555,-1.99472,-2496.6,0.99864,600.8170332494657,24.104104104104092
0.556,-1.99232,-2495.2,0.99808,377.25215511044394,13.109512390087927
0.557,-1.99328,-2495.6,0.99824,570.7243751524314,22.0227408737283
0.558,-1.99328,-2495.4,0.99816,214.68263654258172,12.823576264436479
0.559,-1.9937599999999998,-2496.0,0.9984,551.2868515739088,20.671834625322994
0.56,-1.9942400000000002,-2496.2,0.9984799999999999,444.44444444444434,19.761904761904752
0.561,-1.992,-2495.0,0.998,463.196856192557,16.240839770251533
0.562,-1.99248,-2495.2,0.99808,405.8262236350153,16.132858837485166
0.563,-1.9950400000000001,-2496.6,0.99864,240.61238375571963,11.130846654825342
0.564,-1.99328,-2495.8,0.9983200000000001,243.67207104493963,8.589440504334123
0.565,-1.98912,-2493.0,0.9972,131.42941672975348,6.686332350049164
0.566,-1.9913599999999998,-2494.2,0.9976799999999999,557.1579395700063,21.122889674126426
0.567,-1.9940799999999999,-2496.2,0.9984799999999999,288.10386116545897,11.679404271996866
0.568,-1.9915200000000002,-2494.6,0.99784,838.1273556833961,29.81220657276995
0.569,-1.99488,-2496.8,0.99872,272.35453861885094,9.685608279632886
0.57,-1.9896,-2493.4,0.99736,889.1624773434563,31.26705653021443
0.571,-1.9940799999999999,-2496.0,0.9984,916.585473742396,42.031523642732054
0.572,-1.9913599999999998,-2494.4,0.9977600000000001,349.9220282437066,16.783216783216787
0.573,-1.9902400000000002,-2493.6,0.99744,394.72602176475414,19.85650572038006
0.574,-1.992,-2494.8,0.99792,474.82804345216186,20.44134727061557
0.575,-1.9926400000000002,-2495.4,0.99816,217.2316740180635,7.806763285024157
0.576,-1.98912,-2492.8,0.9971200000000001,662.2942386831278,31.172839506172842
0.577,-1.99248,-2495.0,0.998,406.35958083822345,20.412093202387833
0.578,-1.99216,-2495.0,0.998,366.64099115458663,14.225297962322182
0.579,-1.99216,-2494.8,0.99792,375.9815906898155,15.659182498560739
0.58,-1.9889599999999998,-2492.8,0.9971200000000001,1315.365305852821,58.54406130268198
0.581,-1.9913599999999998,-2494.6,0.99784,297.0327338367486,10.786001147446932
0.582,-1.9888,-2492.8,0.9971200000000001,713.7899227033744,27.79686903398245
0.583,-1.9886400000000002,-2492.6,0.9970399999999999,1082.183366399684,44.291976367448065
0.584,-1.9926400000000002,-2495.4,0.99816,210.58776922916533,7.686453576864535
0.585,-1.98832,-2492.4,0.9969600000000001,519.9957792550387,20.968660968660966
0.586,-1.9929599999999998,-2495.6,0.99824,323.0478320461897,11.831626848691698
0.587,-1.9900799999999998,-2493.6,0.99744,338.4582542893361,14.840053000189283
0.588,-1.99216,-2495.0,0.998,395.41137694684835,15.495086923658352
0.589,-1.9926400000000002,-2495.4,0.99816,575.987680832876,21.20354650066025
0.59,-1.9900799999999998,-2493.6,0.99744,804.8772702607808,32.8436911487759
0.591,-1.9889599999999998,-2492.8,0.9971200000000001,706.9761405095995,30.381650686219228
0.592,-1.98816,-2492.4,0.9969600000000001,722.3439655872088,28.228228228228225
0.593,-1.98816,-2492.2,0.9968799999999999,457.0213795890536,20.16113921678846
0.594,-1.9897599999999998,-2493.4,0.99736,1029.8772737979623,41.97530864197531
0.595,-1.9915200000000002,-2494.6,0.99784,663.355538293749,25.471521942110183
0.596,-1.9856,-2490.8,0.9963200000000001,570.5448703511854,22.669649515287098
0.597,-1.9896,-2493.0,0.9972,521.248839893992,25.683975432719155
0.598,-1.98832,-2492.4,0.9969600000000001,1293.0504133063391,56.18729096989967
0.599,-1.98944,-2493.2,0.9972799999999999,348.816072295104,15.136338341680577
0.6,-1.9873599999999998,-2491.6,0.99664,488.395061728395,21.925925925925927
0.601,-1.98928,-2493.2,0.9972799999999999,630.4892105319016,25.439083009798477
0.602,-1.9915200000000002,-2494.6,0.99784,628.3963017332406,25.175341454411225
0.603,-1.9886400000000002,-2492.4,0.9969600000000001,679.11777027888,33.60972913211719
0.604,-1.9888,-2492.6,0.9970399999999999,584.7696738447145,28.035320088300214
0.605,-1.9904,-2493.8,0.9975200000000001,709.1197474368023,28.576675849403127
0.606,-1.9872,-2492.0,0.9968,542.1884322645686,20.535386872020535
0.607,-1.98848,-2492.8,0.9971200000000001,741.1247327762234,28.11641954969797
0.608,-1.9912,-2494.4,0.9977600000000001,339.0466297322253,12.865497076023392
0.609,-1.9886400000000002,-2492.2,0.9968799999999999,943.8187570796146,41.525269111476014
0.61,-1.98848,-2492.6,0.9970399999999999,533.1900026874497,23.387978142076506
0.611,-1.98512,-2490.2,0.99608,1295.7570919753603,57.39225313693398
0.612,-1.9856,-2490.8,0.9963200000000001,569.5814999928803,22.076978939724036
0.613,-1.9875200000000002,-2492.0,0.9968,840.2325187371321,34.80152256661229
0.614,-1.9875200000000002,-2491.8,0.99672,941.2419347803278,41.187115454216446
0.615,-1.9856,-2490.4,0.99616,1494.7011258730477,64.75158084914183
0.616,-1.9856,-2489.8,0.99592,431.026405052379,48.268398268398265
0.617,-1.9857599999999997,-2490.8,0.9963200000000001,536.5709717555974,24.77939852332073
0.618,-1.98032,-2486.8,0.99472,2011.3367522799767,118.23085221143474
0.619,-1.98688,-2491.2,0.9964799999999999,694.1091487796399,36.18739903069468
0.62,-1.9897599999999998,-2493.2,0.9972799999999999,667.8228696959187,30.39426523297492
0.621,-1.9846400000000002,-2490.0,0.996,591.9149329730674,28.627661477903025
0.622,-1.98528,-2490.8,0.9963200000000001,1183.7024936558648,46.01643444087174
0.623,-1.98528,-2490.4,0.99616,520.3310125127358,23.970037453183522
0.624,-1.9856,-2490.6,0.99624,346.9939367375265,15.74074074074074
0.625,-1.98672,-2491.0,0.9964,937.9840000000002,48.71111111111111
0.626,-1.98784,-2492.2,0.9968799999999999,219.57058978974075,7.738729144479945
0.627,-1.98512,-2490.2,0.99608,1121.9387698863902,51.67464114832536
0.628,-1.9846400000000002,-2490.0,0.996,596.8238513169342,25.477707006369428
0.629,-1.9870400000000001,-2491.2,0.9964799999999999,345.5433362849429,21.480303833245006
0.63,-1.9875200000000002,-2492.0,0.9968,490.9157078469248,19.753086419753085
0.631,-1.9886400000000002,-2491.8,0.99672,914.8727943386385,65.43405529142456
0.632,-1.9872,-2491.8,0.99672,489.5939041108084,20.323488045007032
0.633,-1.9832,-2489.4,0.9957600000000001,809.7163746557665,33.7721607863788
0.634,-1.9836799999999999,-2489.6,0.99584,1033.1700208204104,41.78058184367333
0.635,-1.98272,-2488.4,0.99536,1832.337886897996,96.3079615048119
0.636,-1.9872,-2491.6,0.99664,413.13414993253605,20.6848357791754
0.637,-1.98128,-2487.6,0.9950399999999999,683.9140277130859,30.420373277516138
0.638,-1.9833599999999998,-2489.2,0.9956799999999999,674.3469720445182,29.536746778126094
0.639,-1.9849599999999998,-2490.4,0.99616,585.1605313793152,21.97878629803512
0.64,-1.9825599999999999,-2488.0,0.9952,1436.197916666667,77.77777777777779
0.641,-1.9790400000000001,-2486.4,0.99456,947.1247284628776,42.71104177500434
0.642,-1.9796799999999999,-2486.0,0.9944,949.3524152737476,49.84423676012461
0.643,-1.9816,-2488.2,0.9952799999999999,1180.314863501907,54.5360290305858
0.644,-1.98048,-2487.2,0.9948799999999999,581.2532952689583,29.261559696342314
0.645,-1.97744,-2484.8,0.99392,1362.7386174709052,70.55986218776916
0.646,-1.98144,-2488.0,0.9952,921.8700244206094,41.279669762641895
0.647,-1.98048,-2487.0,0.9948,1077.006095053963,55.297956379872915
0.648,-1.9785599999999999,-2486.2,0.9944799999999999,1195.6171992751783,60.973936899862814
0.649,-1.98032,-2486.8,0.99472,793.9202423546003,41.3627803458312
0.65,-1.9822400000000002,-2488.4,0.99536,1796.29191321499,84.51282051282051
0.651,-1.9752,-2483.8,0.9935200000000001,1436.733015941182,71.61631677760707
0.652,-1.9795200000000002,-2486.8,0.99472,349.6137938533211,16.632583503749142
0.653,-1.98048,-2487.2,0.9948799999999999,1290.7795098133483,68.33418410753785
0.654,-1.98112,-2487.8,0.9951200000000001,605.1783062696848,25.076452599388382
0.655,-1.9784,-2485.2,0.99408,1228.6256304670148,61.34011874469888
0.656,-1.98032,-2487.2,0.9948799999999999,397.0024456342124,20.596205962059624
0.657,-1.9793599999999998,-2486.0,0.9944,1329.8871176452265,60.882800608828006
0.658,-1.9784,-2485.8,0.9943200000000001,962.8719452168976,45.18743667679837
0.659,-1.9808,-2487.2,0.9948799999999999,1498.2618780620535,67.71202158152082
0.66,-1.9796799999999999,-2486.6,0.99464,1102.33649627589,62.02020202020203
0.661,-1.9766400000000002,-2484.0,0.9936,929.3314911493023,59.16960833753572
0.662,-1.97712,-2485.0,0.994,1923.2309956198928,83.58509566968782
0.663,-1.98432,-2489.6,0.99584,2052.9200193826227,97.60348583877997
0.664,-1.9745599999999999,-2483.4,0.99336,1164.900566119901,54.95314591700134
0.665,-1.972,-2481.4,0.99256,1328.63487038398,73.58395989974939
0.666,-1.9782400000000002,-2485.6,0.99424,1252.1029538046557,74.47447447447448
0.667,-1.97616,-2484.0,0.9936,1066.533200166533,74.62935199067132
0.668,-1.97728,-2484.8,0.99392,651.7902319114266,40.18629407850965
0.669,-1.9816,-2487.6,0.9950399999999999,971.1897745037361,47.56684936057134
0.67,-1.9790400000000001,-2486.4,0.99456,748.1002945471648,38.2089552238806
0.671,-1.97712,-2485.2,0.99408,608.4642570435734,29.408842523596622
0.672,-1.9784,-2485.8,0.9943200000000001,1387.7078609221464,75.99206349206347
0.673,-1.9769599999999998,-2484.6,0.99384,653.1315553259391,42.3311870562985
0.674,-1.97872,-2485.8,0.9943200000000001,1111.805745112369,54.665347840422015
0.675,-1.9729599999999998,-2481.8,0.99272,2773.821063862216,198.1234567901235
0.676,-1.97344,-2482.6,0.9930399999999999,1837.7819015051602,96.0552268244576
0.677,-1.97712,-2484.8,0.99392,1109.7317041300512,50.15591662563596
0.678,-1.9756799999999999,-2483.6,0.99344,2450.378955978455,136.08652900688298
0.679,-1.9742400000000002,-2483.0,0.9932,705.2638606014552,35.67337587956144
0.68,-1.9756799999999999,-2483.2,0.9932799999999999,1974.625144175317,90.45751633986926
0.681,-1.97088,-2480.0,0.992,504.4744071958521,28.71594061021374
0.682,-1.9705599999999999,-2479.2,0.9916799999999999,559.5640445701932,43.271423916585206
0.683,-1.9729599999999998,-2481.6,0.99264,1047.636945589523,62.20920774361478
0.684,-1.9752,-2483.8,0.9935200000000001,2517.3937659830754,113.64522417153997
0.685,-1.9676799999999999,-2477.8,0.9911200000000001,1665.5359605969654,92.7169505271695
0.686,-1.9729599999999998,-2482.0,0.9928,1884.7022357464434,106.25202461937155
0.687,-1.97216,-2481.6,0.99264,1003.4557354402514,55.37764839074884
0.688,-1.97584,-2483.0,0.9932,1873.7605913106188,115.31007751937985
0.689,-1.97488,-2483.2,0.9932799999999999,1430.9223499463662,82.82535074987906
0.69,-1.9728,-2481.2,0.9924799999999999,2031.3192839972933,114.91143317230276
0.691,-1.9688,-2479.6,0.9918399999999999,2407.076581755784,125.8080077182827
0.692,-1.96944,-2479.6,0.9918399999999999,716.1393074721286,33.14065510597303
0.693,-1.972,-2481.0,0.9924,1267.860815720364,75.998075998076
0.694,-1.9712,-2480.8,0.9923200000000001,789.9003489034136,46.36567403138009
0.695,-1.9752,-2483.4,0.99336,701.1369321808742,38.43325339728218
0.696,-1.9736,-2482.6,0.9930399999999999,1910.2039018804778,100.9578544061303
0.697,-1.97072,-2480.8,0.9923200000000001,1303.118440923628,66.57101865136296
0.698,-1.96432,-2475.6,0.99024,2693.2820292480724,157.6567971983445
0.699,-1.9689599999999998,-2478.8,0.9915200000000001,1100.2842810391303,70.19551740581782
0.7,-1.9675200000000002,-2478.0,0.9912,1429.8412698412703,72.38095238095238
0.701,-1.9624,-2475.2,0.99008,1412.740760035536,77.60342368045647
0.702,-1.9633599999999998,-2475.2,0.99008,1179.2833571877577,69.89553656220322
0.703,-1.9632,-2474.8,0.98992,1712.2760253702834,95.08455824245297
0.704,-1.9662400000000002,-2476.6,0.99064,1021.9381313131316,73.29545454545456
0.705,-1.9660799999999998,-2476.6,0.99064,406.32876727640587,26.540583136327825
0.706,-1.9635200000000002,-2474.6,0.9898399999999999,1211.2554737886778,78.12401636764245
0.707,-1.96272,-2473.8,0.9895200000000001,1536.8196750974353,113.71994342291373
0.708,-1.9713599999999998,-2480.6,0.99224,1138.1006593110396,52.79347143753924
0.709,-1.95776,-2471.2,0.9884799999999999,1019.9532329869465,66.6980097163454
0.71,-1.9636799999999999,-2475.8,0.9903200000000001,508.18841058872806,36.8701095461659
0.711,-1.96544,-2476.8,0.99072,402.3132130569804,31.504922644163152
0.712,-1.96192,-2474.0,0.9896,1766.0508633870584,143.5705368289638
0.713,-1.96528,-2476.8,0.99072,636.8077780772104,28.92317282219106
0.714,-1.96576,-2475.4,0.99016,2017.015956709482,194.27326486150017
0.715,-1.9675200000000002,-2477.8,0.9911200000000001,1516.5316424057685,85.09712509712512
0.716,-1.9625599999999999,-2474.4,0.9897600000000001,1333.014297653354,56.85909373060212
0.717,-1.96512,-2475.2,0.99008,973.8045790169064,44.878351154501786
0.718,-1.9595200000000002,-2473.4,0.98936,1083.1697457344374,59.48622717424948
0.719,-1.9593599999999998,-2472.4,0.9889600000000001,2099.1052623999794,103.60067995673005
0.72,-1.9606400000000002,-2472.0,0.9888,1839.506172839506,146.91358024691357
0.721,-1.9622400000000002,-2474.0,0.9896,1362.467882807756,107.25843735552473
0.722,-1.9616,-2473.8,0.9895200000000001,2121.257851339726,134.74915358571872
0.723,-1.9585599999999999,-2472.0,0.9888,1247.8103695541415,90.97894575072998
0.724,-1.9596799999999999,-2473.2,0.9892799999999999,1158.5591268751125,66.5438919582566
0.725,-1.9580799999999998,-2472.0,0.9888,898.3168186021932,49.04214559386974
0.726,-1.95872,-2472.0,0.9888,1287.1009114435112,69.78879706152433
0.727,-1.9598400000000002,-2473.2,0.9892799999999999,857.3901442599282,47.929084517805286
0.728,-1.95648,-2470.0,0.988,2413.8254907485675,161.17216117216117
0.729,-1.9576,-2469.8,0.98792,1727.7971067761468,128.5779606767261
0.73,-1.9553599999999998,-2469.2,0.9876799999999999,1030.5039511269574,61.1263318112633
0.731,-1.9633599999999998,-2475.4,0.99016,2298.570941117834,136.25170998632012
0.732,-1.95616,-2469.4,0.9877600000000001,2668.8697117793245,178.56709168184577
0.733,-1.9505599999999998,-2466.2,0.9864799999999999,1644.138960183026,99.98484159466425
0.734,-1.94928,-2464.4,0.9857600000000001,1887.8057351874809,117.22676354828945
0.735,-1.96128,-2474.2,0.9896799999999999,1703.3232038091126,94.87528344671202
0.736,-1.95104,-2467.6,0.9870399999999999,1602.8670447385005,80.67632850241547
0.737,-1.95328,-2468.2,0.9872799999999999,1320.9721304255418,89.79345695763607
0.738,-1.95744,-2471.2,0.9884799999999999,556.2042973636602,33.96567299006325
0.739,-1.9502400000000002,-2464.6,0.9858399999999999,2431.370011814639,209.35197714629376
0.74,-1.9529599999999998,-2467.8,0.9871200000000001,585.66674782891,40.18018018018018
0.741,-1.95312,-2467.6,0.9870399999999999,809.7570708551601,58.539511171090126
0.742,-1.95392,-2468.6,0.98744,2032.9859723645006,131.83587900569034
0.743,-1.9568,-2470.6,0.98824,1932.1956323925353,123.28398384925976
0.744,-1.94816,-2465.2,0.98608,1382.3049549723153,86.2604540023895
0.745,-1.9540799999999998,-2469.2,0.9876799999999999,2005.4351906070297,124.32513049962712
0.746,-1.9513599999999998,-2466.4,0.98656,1311.0135198269231,65.29639559130176
0.747,-1.9505599999999998,-2466.2,0.9864799999999999,3054.9885595234327,196.87639446675595
0.748,-1.95344,-2468.6,0.98744,1261.1169893334097,68.98395721925134
0.749,-1.9464,-2464.2,0.9856799999999999,882.5494270261748,50.37828215398308
0.75,-1.9513599999999998,-2465.4,0.98616,1018.9432098765432,77.0962962962963
0.751,-1.94816,-2464.2,0.9856799999999999,3266.818478848245,212.3982837697884
0.752,-1.944,-2460.0,0.984,3627.8356219506063,325.05910165484636
0.753,-1.9513599999999998,-2466.8,0.98672,1938.9071033753926,131.26752250258227
0.754,-1.94128,-2459.6,0.9838399999999999,1207.3538827403277,64.60359563807842
0.755,-1.9476799999999999,-2462.8,0.9851200000000001,1678.2109946444841,152.11184694628403
0.756,-1.9528,-2467.8,0.9871200000000001,1164.892111394169,79.30629041740153
0.757,-1.9432,-2461.0,0.9844,1316.9321762478717,83.66358432408632
0.758,-1.9449599999999998,-2461.6,0.98464,1492.6100486629866,109.99706830841397
0.759,-1.9496,-2466.2,0.9864799999999999,2803.6180868855436,167.9988288683941
0.76,-1.9462400000000002,-2461.4,0.98456,2691.289627577716,196.54970760233923
0.761,-1.94672,-2462.6,0.9850399999999999,2026.3660117852935,133.2165279602862
0.762,-1.94128,-2459.8,0.9839200000000001,2535.4223547953247,147.50656167979008
0.763,-1.9475200000000001,-2463.8,0.9855200000000001,2246.31221060093,119.35342944517255
0.764,-1.9464,-2461.6,0.98464,2224.902460641613,196.39325189063408
0.765,-1.9438400000000002,-2460.6,0.98424,1084.1793991864479,82.55628177196805
0.766,-1.9395200000000001,-2457.6,0.9830399999999999,1616.7235140709633,149.46330142152598
0.767,-1.9432,-2459.6,0.9838399999999999,3881.6900461432315,328.9004780530204
0.768,-1.9376,-2457.2,0.98288,1579.3788580246912,127.54629629629628
0.769,-1.9424,-2459.2,0.9836799999999999,3679.6474573061123,274.18003178731396
0.77,-1.9438400000000002,-2460.4,0.98416,2323.494687131051,228.34054834054834
0.771,-1.94304,-2459.8,0.9839200000000001,3314.8603290972346,221.87635105923047
0.772,-1.936,-2455.0,0.982,1700.2693584615245,198.33045480713875
0.773,-1.94032,-2458.2,0.9832799999999999,2701.79355311625,191.40434095155956
0.774,-1.94704,-2463.2,0.9852799999999999,2572.5543262550254,182.8308929084123
0.775,-1.9401599999999999,-2458.0,0.9832,2955.1439472771417,205.30465949820788
0.776,-1.93808,-2457.4,0.9829600000000001,2391.6226780505663,178.75143184421532
0.777,-1.93104,-2451.0,0.9804,4914.346227087539,381.23838123838124
0.778,-1.9353599999999997,-2454.8,0.9819200000000001,641.4619693675476,63.06769494430163
0.779,-1.93744,-2455.8,0.9823200000000001,2932.1976889791194,292.6258736271573
0.78,-1.94688,-2462.8,0.9851200000000001,554.0214770984002,77.7207977207977
0.781,-1.94176,-2460.0,0.984,4588.708677002846,297.0550576184379
0.782,-1.9326400000000001,-2452.6,0.9810399999999999,4014.451327067021,329.6959363455527
0.783,-1.9449599999999998,-2462.4,0.9849600000000001,2605.0957618805032,183.6809990066695
0.784,-1.9342400000000002,-2452.6,0.9810399999999999,2599.900504419455,215.47619047619048
0.785,-1.94608,-2461.4,0.98456,1177.3477400480524,129.1436659589526
0.786,-1.9331200000000002,-2453.4,0.98136,2853.441013610389,171.95363302233534
0.787,-1.9425599999999998,-2461.2,0.9844799999999999,2769.557045602505,145.92686714668923
0.788,-1.9369599999999998,-2454.2,0.9816799999999999,6156.647513033917,626.5651438240271
0.789,-1.9361599999999999,-2455.4,0.98216,1938.783323507694,103.70370370370371
0.79,-1.93632,-2455.4,0.98216,1656.7145578521956,110.32348804500704
0.791,-1.93472,-2452.6,0.9810399999999999,3931.2897999672873,273.1282483494873
0.792,-1.9376,-2455.0,0.982,1893.2308494598055,185.4657687991021
0.793,-1.9304,-2451.4,0.98056,1776.7911427597612,122.23623371164355
0.794,-1.9395200000000001,-2458.4,0.98336,658.7328275810532,32.241813602015114
0.795,-1.9329599999999998,-2454.8,0.9819200000000001,2702.846670094801,184.70999301187982
0.796,-1.9312,-2450.8,0.9803200000000001,2306.3390655118133,206.8118369625907
0.797,-1.9352,-2455.2,0.98208,1283.217194830538,110.63711138993449
0.798,-1.9288,-2448.4,0.97936,2173.353182454884,174.65886939571152
0.799,-1.93104,-2451.4,0.98056,3617.0926354369044,241.46850229453483
0.8,-1.9291200000000002,-2449.6,0.9798399999999999,3328.055555555554,274.22222222222223
0.801,-1.9305599999999998,-2450.0,0.98,4833.464342411491,397.28117630739354
0.802,-1.92832,-2449.4,0.9797600000000001,3525.6828833983195,176.28151842615682
0.803,-1.932,-2452.2,0.98088,652.0449380272986,63.5948526359485
0.804,-1.92832,-2449.4,0.9797600000000001,598.4450329887324,50.91210613598673
0.805,-1.9288,-2449.4,0.9797600000000001,2728.289803634119,265.0655624568668
0.806,-1.9232,-2446.4,0.97856,2096.2166163478896,146.45712710228838
0.807,-1.9292799999999999,-2448.8,0.9795200000000001,2117.230804875622,215.0075726283905
0.808,-1.92544,-2445.0,0.978,4494.112777614395,384.2134213421342
0.809,-1.92576,-2448.4,0.97936,1734.096686280172,121.74151902211234
0.81,-1.90608,-2432.6,0.97304,1761.5200934816842,131.74211248285323
0.811,-1.9172799999999999,-2438.2,0.9752799999999999,2313.983521212725,316.1528976572133
0.812,-1.91536,-2437.8,0.9751200000000001,2973.730118285919,325.615763546798
0.813,-1.9156799999999998,-2437.6,0.97504,4147.715113887506,409.78543118764514
0.814,-1.91904,-2442.2,0.97688,2523.1396238767247,229.81162981162987
